id,display_name
7810,Fusobacterium canifelinum
7811,Cetobacterium somerae
7812,Cetobacterium ceti
7813,Motilibacter peucedani
7814,Francisella tularensis subsp. tularensis
7815,Francisella tularensis subsp. novicida
7816,Francisella tularensis subsp. mediasiatica
7817,Francisella philomiragia
7818,Francisella noatunensis subsp. orientalis
7819,Francisella noatunensis subsp. noatunensis
7820,Francisella hispaniensis
7821,Francisella halioticida
7822,Zunongwangia profunda
7823,Zobellia uliginosa
7824,Zobellia russellii
7825,Zobellia galactanivorans
7826,Zhouia amylolytica
7827,Zeaxanthinibacter enoshimensis
7828,Yeosuana aromativorans
7829,Winogradskyella thalassocola
7830,Winogradskyella poriferorum
7831,Winogradskyella eximia
7832,Winogradskyella exilis
7833,Winogradskyella epiphytica
7834,Winogradskyella echinorum
7835,Winogradskyella arenosi
7836,Weeksella virosa
7837,Wautersiella falsenii
7838,Vitellibacter vladivostokensis
7839,Vitellibacter aestuarii
7840,Ulvibacter litoralis
7841,Ulvibacter antarcticus
7842,Tenacibaculum soleae
7843,Tenacibaculum skagerrakense
7844,Tenacibaculum ovolyticum
7845,Tenacibaculum mesophilum
7846,Tenacibaculum maritimum
7847,Tenacibaculum lutimaris
7848,Tenacibaculum litoreum
7849,Tenacibaculum litopenaei
7850,Tenacibaculum jejuense
7851,Tenacibaculum geojense
7852,Tenacibaculum gallaicum
7853,Tenacibaculum discolor
7854,Tenacibaculum dicentrarchi
7855,Tenacibaculum amylolyticum
7856,Tenacibaculum aiptasiae
7857,Tenacibaculum aestuarii
7859,Tamlana agarivorans
7860,Subsaximicrobium wynnwilliamsii
7861,Subsaximicrobium saxinquilinus
7862,Soonwooa buanensis
7863,Snuella lapsa
7864,Salinimicrobium xinjiangense
7865,Salinimicrobium terrae
7866,Salinimicrobium marinum
7867,Salinimicrobium catena
7868,Salegentibacter salinarum
7869,Salegentibacter salegens
7870,Salegentibacter salarius
7871,Salegentibacter mishustinae
7872,Salegentibacter flavus
7873,Salegentibacter agarivorans
7874,Robiginitalea myxolifaciens
7875,Robiginitalea biformata
7876,Riemerella columbina
7877,Psychroserpens mesophilus
7878,Psychroserpens burtonensis
7879,Psychroflexus tropicus
7880,Psychroflexus torquis
7881,Psychroflexus sediminis
7882,Psychroflexus halocasei
7883,Psychroflexus gondwanensis
7884,Pseudozobellia thermophila
7885,Polaribacter irgensii
7886,Polaribacter gangjinensis
7887,Polaribacter franzmannii
7888,Polaribacter filamentus
7889,Polaribacter dokdonensis
7890,Polaribacter butkevichii
7891,Planobacterium taklimakanense
7892,Ornithobacterium rhinotracheale
7893,Olleya aquimaris
7894,Nonlabens xylanidelens
7895,Nonlabens tegetincola
7896,Nonlabens dokdonensis
7897,Myroides profundi
7898,Myroides phaeus
7899,Myroides pelagicus
7900,Myroides odoratus
7901,Myroides odoratimimus
7902,Myroides marinus
7903,Muriicola jejuensis
7904,Muricauda ruestringensis
7905,Muricauda olearia
7906,Muricauda lutimaris
7907,Muricauda lutaonensis
7908,Muricauda flavescens
7909,Muricauda aquimarina
7910,Mesonia ostreae
7911,Mesonia mobilis
7912,Mesonia algae
7913,Mesoflavibacter zeaxanthinifaciens
7914,Meridianimaribacter flavus
7915,Maritimimonas rapanae
7916,Mariniflexile gromovii
7917,Mariniflexile fucanivorans
7918,Mariniflexile aquimaris
7919,Maribacter ulvicola
7920,Maribacter sedimenticola
7921,Maribacter polysiphoniae
7922,Maribacter orientalis
7923,Maribacter dokdonensis
7924,Maribacter arcticus
7925,Maribacter aquivivus
7926,Lutibacter maritimus
7927,Lutibacter litoralis
7928,Lutaonella thermophila
11278,IAFDv98 lineage
7929,Leptobacterium flavescens
7930,Leeuwenhoekiella palythoae
7931,Leeuwenhoekiella marinoflava
7932,Leeuwenhoekiella blandensis
7933,Leeuwenhoekiella aequorea
7934,Lacinutrix mariniflava
7935,Lacinutrix algicola
7936,Kordia periserrulae
7937,Kordia algicida
7938,Joostella marina
7939,Jejuia pallidilutea
7940,Hyunsoonleella jejuensis
7941,Gramella portivictoriae
7942,Gramella marina
7943,Gramella echinicola
7944,Gilvibacter sediminis
7945,Gillisia sandarakina
7946,Gillisia myxillae
7947,Gillisia mitskevichiae
7948,Gillisia limnaea
7949,Gelidibacter mesophilus
7950,Gelidibacter gilvus
7951,Gelidibacter algens
7952,Gangjinia marincola
7953,Galbibacter mesophilus
7954,Gaetbulibacter saemankumensis
7955,Gaetbulibacter marinus
7956,Gaetbulibacter aestuarii
7957,Fulvibacter tottoriensis
7958,Formosa algae
7959,Formosa agariphila
7960,Flavobacterium xueshanense
7961,Flavobacterium xinjiangense
7962,Flavobacterium xanthum
7963,Flavobacterium weaverense
7964,Flavobacterium urumqiense
7965,Flavobacterium tiangeerense
7966,Flavobacterium terrigena
7967,Flavobacterium tegetincola
7968,Flavobacterium swingsii
7969,Flavobacterium suncheonense
7970,Flavobacterium succinicans
7971,Flavobacterium subsaxonicum
7972,Flavobacterium soli
7973,Flavobacterium segetis
7974,Flavobacterium saccharophilum
7975,Flavobacterium rivuli
7976,Flavobacterium resistens
7977,Flavobacterium reichenbachii
45086,Myodocopa
7978,Flavobacterium psychrophilum
7979,Flavobacterium psychrolimnae
7980,Flavobacterium phragmitis
7981,Flavobacterium pectinovorum
7982,Flavobacterium oncorhynchi
7983,Flavobacterium omnivorum
7984,Flavobacterium oceanosedimentum
7985,Flavobacterium mizutaii
7986,Flavobacterium micromati
7987,Flavobacterium macrobrachii
7988,Flavobacterium limicola
7989,Flavobacterium johnsoniae
7990,Flavobacterium hydatis
7991,Flavobacterium hibernum
7992,Flavobacterium hercynium
7993,Flavobacterium granuli
7994,Flavobacterium glycines
7995,Flavobacterium glaciei
7996,Flavobacterium ginsenosidimutans
7997,Flavobacterium gillisiae
7998,Flavobacterium gelidilacus
7999,Flavobacterium fryxellicola
8000,Flavobacterium frigoris
8001,Flavobacterium frigidimaris
8002,Flavobacterium frigidarium
8003,Flavobacterium fluvii
8004,Flavobacterium flevense
8005,Flavobacterium filum
8006,Flavobacterium denitrificans
8007,Flavobacterium degerlachei
8008,Flavobacterium defluvii
8009,Flavobacterium daejeonense
8010,Flavobacterium cucumis
8011,Flavobacterium croceum
8012,Flavobacterium compostarboris
8013,Flavobacterium columnare
8014,Flavobacterium chungbukense
8015,Flavobacterium chungangense
8016,Flavobacterium chilense
8017,Flavobacterium cheniae
8018,Flavobacterium cauense
8019,Flavobacterium caeni
8020,Flavobacterium beibuense
8021,Flavobacterium banpakuense
8022,Flavobacterium araucananum
8023,Flavobacterium aquidurense
8024,Flavobacterium aquatile
8025,Flavobacterium antarcticum
8026,Flavobacterium anhuiense
8027,Flavobacterium algicola
8028,Flaviramulus basaltis
8029,Flagellimonas eckloniae
8030,Euzebyella saccharophila
8031,Epilithonimonas lactis
8032,Empedobacter brevis
8034,Dokdonia donghaensis
8035,Dokdonia diaphoros
8036,Croceitalea eckloniae
8037,Croceitalea dokdonensis
8038,Croceibacter atlanticus
8040,Coenonia anatina
8041,Cloacibacterium rupense
8042,Cloacibacterium normanense
8043,Chryseobacterium xinjiangense
8044,Chryseobacterium wanjuense
8045,Chryseobacterium vrystaatense
8046,Chryseobacterium vietnamense
8047,Chryseobacterium ureilyticum
8048,Chryseobacterium treverense
8049,Chryseobacterium taiwanense
8050,Chryseobacterium taichungense
8051,Chryseobacterium taeanense
8052,Chryseobacterium solincola
8053,Chryseobacterium soli
8054,Chryseobacterium soldanellicola
8055,Chryseobacterium shigense
8056,Chryseobacterium scophthalmum
8057,Chryseobacterium rhizosphaerae
8058,Chryseobacterium piscium
8059,Chryseobacterium piscicola
8060,Chryseobacterium piperi
8061,Chryseobacterium palustre
8062,Chryseobacterium pallidum
8063,Chryseobacterium oranimense
8064,Chryseobacterium molle
8065,Chryseobacterium marinum
8066,Chryseobacterium luteum
8067,Chryseobacterium lathyri
8068,Chryseobacterium koreense
8069,Chryseobacterium joostei
8070,Chryseobacterium jejuense
8071,Chryseobacterium indoltheticum
8072,Chryseobacterium indologenes
8073,Chryseobacterium hungaricum
8074,Chryseobacterium humi
8075,Chryseobacterium hominis
8076,Chryseobacterium haifense
8077,Chryseobacterium hagamense
8078,Chryseobacterium gregarium
8079,Chryseobacterium greenlandense
8080,Chryseobacterium gleum
8081,Chryseobacterium ginsenosidimutans
8082,Chryseobacterium gambrini
8083,Chryseobacterium formosense
8084,Chryseobacterium flavum
8085,Chryseobacterium elymi
8086,Chryseobacterium defluvii
8087,Chryseobacterium daeguense
8088,Chryseobacterium daecheongense
8089,Chryseobacterium culicis
8090,Chryseobacterium chaponense
8091,Chryseobacterium caeni
8092,Chryseobacterium bovis
8093,Chryseobacterium balustinum
8094,Chryseobacterium aquifrigidense
8095,Chryseobacterium aquaticum
8096,Chryseobacterium anthropi
8097,Cellulophaga tyrosinoxydans
8098,Cellulophaga lytica
8099,Cellulophaga fucicola
8100,Cellulophaga baltica
8101,Cellulophaga algicola
8102,Capnocytophaga sputigena
8103,Capnocytophaga ochracea
8104,Capnocytophaga leadbetteri
8105,Capnocytophaga haemolytica
8106,Capnocytophaga granulosa
8107,Capnocytophaga gingivalis
8108,Capnocytophaga cynodegmi
8109,Capnocytophaga canimorsus
8110,Bizionia saleffrena
8111,Bizionia gelidisalsuginis
8112,Bizionia echini
8113,Bizionia argentinensis
8114,Bizionia algoritergicola
8115,Arenibacter palladensis
8116,Arenibacter nanhaiticus
8117,Arenibacter latericius
8118,Arenibacter certesii
8119,Aquimarina spongiae
8120,Aquimarina salinaria
8121,Aquimarina mytili
8122,Aquimarina muelleri
8123,Aquimarina macrocephali
8124,Aquimarina latercula
8125,Aquimarina intermedia
8126,Aquimarina brevivitae
8127,Aquimarina agarilytica
8128,Algibacter mikhailovii
8129,Algibacter lectus
8130,Aestuariicola saemankumensis
8131,Aequorivita sublithincola
8132,Aequorivita lipolytica
8133,Aequorivita crocea
8134,Aequorivita capsosiphonis
8135,Aequorivita antarctica
8136,Thermonema rossianum
8137,Roseivirga spongicola
8138,Roseivirga ehrenbergii
8139,Roseivirga echinicomitans
8140,Reichenbachiella faecimaris
8141,Reichenbachiella agariperforans
8142,Rapidithrix thailandica
8143,Persicobacter psychrovividus
8144,Persicobacter diffluens
8145,Perexilibacter aurantiacus
8146,Marivirga tractuosa
8147,Marivirga sericea
8148,Marinoscillum pacificum
8149,Marinoscillum furvescens
8150,Limibacter armeniacum
8151,Fulvivirga kasyanovii
8152,Flexithrix dorotheae
8153,Flammeovirga yaeyamensis
8154,Flammeovirga pacifica
8155,Flammeovirga kamogawensis
8156,Flammeovirga arenaria
8157,Flammeovirga aprica
8158,Fabibacter halotolerans
8159,Cesiribacter andamanensis
8160,Aureibacter tunicatorum
8161,Fibrobacter succinogenes subsp. succinogenes
8162,Fibrobacter succinogenes subsp. elongatus
8163,Fibrobacter intestinalis
8164,Paraferrimonas sedimenticola
8165,Ferrimonas senticii
8166,Ferrimonas marina
8167,Ferrimonas kyonanensis
8168,Ferrimonas futtsuensis
8169,Ferrimonas balearica
8170,Euzebya tangerina
8171,Pseudoramibacter alactolyticus
8172,Garciella nitratireducens
8173,Eubacterium yurii subsp. yurii
8174,Eubacterium yurii subsp. schtitka
8175,Eubacterium yurii subsp. margaretiae
8176,Eubacterium xylanophilum
8177,Eubacterium ventriosum
8178,Eubacterium uniforme
8179,Eubacterium tortuosum
8180,Eubacterium tenue
8181,Eubacterium tarantellae
8182,Eubacterium sulci
8183,Eubacterium siraeum
8184,Eubacterium saburreum
8185,Eubacterium ruminantium
8186,Eubacterium rectale
8187,Eubacterium oxidoreducens
8188,Eubacterium nitritogenes
8189,Eubacterium multiforme
8190,Eubacterium moniliforme
8191,Eubacterium minutum
8192,Eubacterium limosum
8193,Eubacterium infirmum
8194,Eubacterium hallii
8195,Eubacterium hadrum
8196,Eubacterium fissicatena
8197,Eubacterium eligens
8198,Eubacterium dolichum
8199,Eubacterium desmolans
8200,Eubacterium cylindroides
8201,Eubacterium coprostanoligenes
8202,Eubacterium contortum
8203,Eubacterium combesii
8204,Eubacterium cellulosolvens
8205,Eubacterium callanderi
8206,Eubacterium budayi
8207,Eubacterium brachy
8208,Eubacterium biforme
8209,Eubacterium barkeri
8210,Eubacterium angustum
8211,Eubacterium aggregans
8212,Eubacterium acidaminophilum
8213,Anaerofustis stercorihominis
8214,Alkalibaculum bacchi
8215,Alkalibacter saccharofermentans
8216,Acetobacterium woodii
8217,Acetobacterium wieringae
8218,Acetobacterium tundrae
8219,Acetobacterium paludosum
8220,Acetobacterium malicum
8221,Acetobacterium fimetarium
8222,Acetobacterium carbinolicum
8223,Acetobacterium bakii
8224,Porphyrobacter tepidarius
8225,Porphyrobacter sanguineus
8226,Porphyrobacter neustonensis
8227,Porphyrobacter donghaensis
8228,Porphyrobacter dokdonensis
8229,Porphyrobacter cryptus
8230,Erythromicrobium ramosum
8231,Erythrobacter vulgaris
8232,Erythrobacter seohaensis
8233,Erythrobacter pelagi
8234,Erythrobacter nanhaisediminis
8235,Erythrobacter longus
8236,Erythrobacter litoralis
8237,Erythrobacter gangjinensis
8238,Erythrobacter gaetbuli
8239,Erythrobacter flavus
8240,Erythrobacter citreus
8241,Erythrobacter aquimaris
8242,Croceicoccus marinus
8243,Altererythrobacter xinjiangensis
8244,Altererythrobacter namhicola
8245,Altererythrobacter marinus
8246,Altererythrobacter marensis
8247,Altererythrobacter luteolus
8248,Altererythrobacter ishigakiensis
8249,Altererythrobacter indicus
8250,Altererythrobacter epoxidivorans
8251,Altererythrobacter dongtanensis
8252,Altererythrobacter aestuarii
8253,Turicibacter sanguinis
8254,Solobacterium moorei
8255,Kandleria vitulina
8256,Holdemania filiformis
8257,Erysipelothrix tonsillarum
8258,Erysipelothrix rhusiopathiae
8259,Erysipelothrix inopinata
8260,Eggerthia catenaformis
8261,Coprobacillus cateniformis
8262,Catenibacterium mitsuokai
8263,Bulleidia extructa
8264,Allobaculum stercoricanis
8265,Mesoplasma tabanidae
8266,Mesoplasma syrphidae
8267,Mesoplasma seiffertii
8268,Mesoplasma photuris
8269,Mesoplasma lactucae
8270,Mesoplasma grammopterae
8271,Mesoplasma florum
8272,Mesoplasma entomophilum
8273,Mesoplasma corruscae
8274,Mesoplasma coleopterae
8275,Mesoplasma chauliocola
8276,Entomoplasma somnilux
8277,Entomoplasma melaleucae
8278,Entomoplasma luminosum
8279,Entomoplasma lucivorax
8280,Entomoplasma freundtii
8281,Vagococcus salmoninarum
8282,Vagococcus penaei
8283,Vagococcus lutrae
8284,Vagococcus fluvialis
8285,Vagococcus elongatus
8286,Vagococcus carniphilus
8287,Vagococcus acidifermentans
8288,Tetragenococcus solitarius
8289,Tetragenococcus muriaticus
8290,Tetragenococcus koreensis
8291,Tetragenococcus halophilus subsp. halophilus
8292,Tetragenococcus halophilus subsp. flandriensis
8293,Pilibacter termitis
8294,Melissococcus plutonius
8295,Enterococcus villorum
8296,Enterococcus viikkiensis
8297,Enterococcus thailandicus
8298,Enterococcus termitis
8299,Enterococcus sulfureus
8300,Enterococcus silesiacus
8301,Enterococcus saccharolyticus
8302,Enterococcus ratti
8303,Enterococcus pseudoavium
8304,Enterococcus plantarum
8305,Enterococcus phoeniculicola
8306,Enterococcus pallens
8307,Enterococcus mundtii
8308,Enterococcus moraviensis
8309,Enterococcus malodoratus
8310,Enterococcus lactis
8311,Enterococcus hirae
8312,Enterococcus hermanniensis
8313,Enterococcus haemoperoxidus
8314,Enterococcus gilvus
8315,Enterococcus gallinarum
8316,Enterococcus faecium
8317,Enterococcus faecalis
8318,Enterococcus durans
8319,Enterococcus dispar
8320,Enterococcus devriesei
8321,Enterococcus columbae
8322,Enterococcus cecorum
8323,Enterococcus casseliflavus
8324,Enterococcus canis
8325,Enterococcus canintestini
8326,Enterococcus camelliae
8327,Enterococcus caccae
8328,Enterococcus avium
8329,Enterococcus asini
8330,Enterococcus aquimarinus
8331,Catellicoccus marimammalium
8332,Bavariicoccus seileri
8333,Yokenella regensburgei
8334,Yersinia similis
8335,Yersinia ruckeri
8336,Yersinia rohdei
8337,Yersinia pseudotuberculosis
8338,Yersinia pestis
8339,Yersinia pekkanenii
8340,Yersinia nurmii
8341,Yersinia mollaretii
11279,Lobosa U2 X1
8342,Yersinia massiliensis
8343,Yersinia kristensenii
8344,Yersinia intermedia
8345,Yersinia frederiksenii
8346,Yersinia entomophaga
8347,Yersinia enterocolitica subsp. palearctica
8348,Yersinia enterocolitica subsp. enterocolitica
8349,Yersinia bercovieri
8350,Yersinia aleksiciae
8351,Yersinia aldovae
8352,Xenorhabdus vietnamensis
8353,Xenorhabdus szentirmaii
8354,Xenorhabdus stockiae
8355,Xenorhabdus romanii
8356,Xenorhabdus poinarii
8357,Xenorhabdus nematophila
8358,Xenorhabdus miraniensis
8359,Xenorhabdus mauleonii
8360,Xenorhabdus magdalenensis
8361,Xenorhabdus kozodoii
8362,Xenorhabdus koppenhoeferi
8363,Xenorhabdus japonica
8364,Xenorhabdus innexi
8365,Xenorhabdus indica
8366,Xenorhabdus hominickii
8367,Xenorhabdus griffiniae
8368,Xenorhabdus ehlersii
8369,Xenorhabdus doucetiae
8370,Xenorhabdus cabanillasii
8371,Xenorhabdus budapestensis
8372,Xenorhabdus bovienii
8373,Xenorhabdus beddingii
8374,Trabulsiella odontotermitis
8375,Trabulsiella guamensis
8376,Thorsellia anophelis
8377,Tatumella terrea
8378,Tatumella punctata
8379,Tatumella ptyseos
8380,Tatumella morbirosei
8381,Sodalis glossinidius
8382,Shimwellia pseudoproteus
8383,Shimwellia blattae
8385,Shigella flexneri
8386,Shigella dysenteriae
8387,Serratia ureilytica
8388,Serratia symbiotica
8389,Serratia rubidaea
8390,Serratia quinivorans
8391,Serratia proteamaculans
8392,Serratia plymuthica
8393,Serratia odorifera
8394,Serratia nematodiphila
8395,Serratia marcescens subsp. sakuensis
8396,Serratia marcescens subsp. marcescens
8397,Serratia liquefaciens
8398,Serratia grimesii
8399,Serratia glossinae
8400,Serratia fonticola
8401,Serratia ficaria
8402,Serratia entomophila
8403,Samsonia erythrinae
8404,Salmonella subterranea
8405,Salmonella enterica subsp. salamae
8406,Salmonella enterica subsp. houtenae
8407,Salmonella enterica subsp. enterica
8408,Salmonella enterica subsp. arizonae
8409,Salmonella bongori
8410,Raoultella terrigena
8411,Raoultella ornithinolytica
11280,Lobosa U3 X2
8412,Rahnella aquatilis
8413,Providencia vermicola
8414,Providencia stuartii
8415,Providencia sneebia
8416,Providencia rustigianii
8417,Providencia rettgeri
8418,Providencia heimbachae
8419,Providencia burhodogranariea
8420,Providencia alcalifaciens
8421,Proteus vulgaris
8422,Proteus penneri
8423,Proteus mirabilis
8424,Proteus hauseri
8425,Pragia fontium
8426,Plesiomonas shigelloides
8427,Photorhabdus temperata subsp. thracensis
8428,Photorhabdus temperata subsp. temperata
8429,Photorhabdus temperata subsp. tasmaniensis
8430,Photorhabdus temperata subsp. stackebrandtii
8431,Photorhabdus temperata subsp. khanii
8432,Photorhabdus temperata subsp. cinerea
8433,Photorhabdus luminescens subsp. luminescens
8434,Photorhabdus luminescens subsp. laumondii
8435,Photorhabdus luminescens subsp. kayaii
8436,Photorhabdus luminescens subsp. hainanensis
8437,Photorhabdus luminescens subsp. caribbeanensis
8438,Photorhabdus luminescens subsp. akhurstii
8439,Photorhabdus asymbiotica subsp. australis
8440,Photorhabdus asymbiotica subsp. asymbiotica
8441,Pectobacterium wasabiae
8442,Pectobacterium carotovorum subsp. odoriferum
8443,Pectobacterium carotovorum subsp. carotovorum
8444,Pectobacterium cacticida
8445,Pectobacterium betavasculorum
8446,Pectobacterium atrosepticum
8447,Pantoea vagans
8448,Pantoea stewartii subsp. stewartii
8449,Pantoea gaviniae
8450,Pantoea deleyi
8451,Pantoea cypripedii
8452,Pantoea calida
8453,Pantoea anthophila
8454,Pantoea ananatis
8455,Pantoea allii
8456,Pantoea agglomerans
8457,Obesumbacterium proteus
8458,Morganella morganii subsp. morganii
8459,Lonsdalea quercina subsp. quercina
8460,Leminorella grimontii
8461,Kluyvera intermedia
8462,Kluyvera cryocrescens
8463,Kluyvera ascorbata
8464,Klebsiella variicola
8465,Klebsiella pneumoniae subsp. rhinoscleromatis
8466,Klebsiella pneumoniae subsp. pneumoniae
8467,Hafnia paralvei
8468,Hafnia alvei
8469,Gibbsiella quercinecans
8470,Escherichia vulneris
8471,Escherichia fergusonii
8472,Escherichia coli
8473,Escherichia albertii
8474,Erwinia uzenensis
8475,Erwinia typographi
8476,Erwinia tracheiphila
8477,Erwinia toletana
8478,Erwinia tasmaniensis
8479,Erwinia rhapontici
8480,Erwinia psidii
8481,Erwinia persicina
8482,Erwinia oleae
8483,Erwinia mallotivora
8484,Erwinia aphidicola
8485,Erwinia amylovora
8486,Enterobacter soli
8487,Enterobacter radicincitans
8488,Enterobacter pyrinus
8489,Enterobacter oryzae
8490,Enterobacter nimipressuralis
8491,Enterobacter mori
8492,Enterobacter ludwigii
8493,Enterobacter kobei
8494,Enterobacter gergoviae
8495,Enterobacter cloacae subsp. dissolvens
8496,Enterobacter cloacae subsp. cloacae
8497,Enterobacter cancerogenus
8498,Enterobacter asburiae
8499,Enterobacter arachidis
8500,Enterobacter amnigenus
8501,Enterobacter aerogenes
8502,Edwardsiella tarda
8503,Edwardsiella ictaluri
8504,Edwardsiella hoshinae
8505,Dickeya paradisiaca
8506,Dickeya dadantii subsp. dieffenbachiae
8507,Dickeya chrysanthemi
8508,Cronobacter universalis
8509,Cronobacter turicensis
8510,Cronobacter sakazakii
8511,Cronobacter muytjensii
8512,Cronobacter malonaticus
8513,Cronobacter dublinensis subsp. lausannensis
8514,Cronobacter dublinensis subsp. lactaridi
8515,Cronobacter dublinensis subsp. dublinensis
8516,Cronobacter condimenti
8517,Cosenzaea myxofaciens
8518,Citrobacter youngae
8519,Citrobacter werkmanii
8520,Citrobacter sedlakii
8521,Citrobacter rodentium
8522,Citrobacter murliniae
8523,Citrobacter koseri
8524,Citrobacter gillenii
8525,Citrobacter freundii
8526,Citrobacter farmeri
8527,Citrobacter braakii
8528,Citrobacter amalonaticus
8529,Cedecea davisae
8530,Buttiauxella warmboldiae
8531,Buttiauxella noackiae
8532,Buttiauxella izardii
8533,Buttiauxella gaviniae
8534,Buttiauxella ferragutiae
8535,Buttiauxella brennerae
8536,Buttiauxella agrestis
8537,Budvicia aquatica
8538,Brenneria salicis
8539,Brenneria rubrifaciens
8540,Brenneria nigrifluens
8541,Brenneria alni
8542,Biostraticola tofi
8543,Arsenophonus nasoniae
8544,Elusimicrobium minutum
8545,Thiohalospira halophila
8546,Thioalkalivibrio thiocyanodenitrificans
8547,Thioalkalivibrio paradoxus
8548,Thioalkalivibrio nitratis
8549,Thioalkalivibrio nitratireducens
8550,Thioalkalivibrio jannaschii
8551,Thioalkalivibrio denitrificans
8552,Thioalbus denitrificans
8553,Nitrococcus mobilis
8554,Natronocella acetinitrilica
8555,Halorhodospira halophila
8556,Halorhodospira halochloris
8557,Halorhodospira abdelmalekii
8558,Ectothiorhodospira variabilis
8559,Ectothiorhodospira shaposhnikovii
8560,Ectothiorhodospira mobilis
8561,Ectothiorhodospira marina
8562,Ectothiorhodospira magna
8563,Ectothiorhodospira haloalkaliphila
8564,Ectothiorhodosinus mongolicus
8565,Arhodomonas aquaeolei
8566,Aquisalimonas asiatica
8567,Alkalispirillum mobile
8568,Alkalilimnicola halodurans
8569,Alkalilimnicola ehrlichii
8570,Acidiferrobacter thiooxydans
8571,Dietzia timorensis
8572,Dietzia schimae
8573,Dietzia psychralcaliphila
8574,Dietzia papillomatosis
8575,Dietzia natronolimnaea
8576,Dietzia maris
8577,Dietzia lutea
8578,Dietzia kunjamensis
8579,Dietzia cinnamea
8580,Dietzia cercidiphylli
8581,Dietzia aurantiaca
8582,Dietzia alimentaria
8583,Dietzia aerolata
8584,Dictyoglomus turgidum
8585,Dictyoglomus thermophilum
8586,Pelobacter seleniigenes
8587,Pelobacter propionicus
8588,Pelobacter massiliensis
8589,Pelobacter carbinolicus
8590,Pelobacter acidigallici
8591,Pelobacter acetylenicus
8593,Desulfuromusa succinoxidans
8594,Desulfuromusa kysingii
8595,Desulfuromusa ferrireducens
8596,Desulfuromusa bakii
8597,Desulfuromonas thiophila
8598,Desulfuromonas svalbardensis
8599,Desulfuromonas palmitatis
8600,Desulfuromonas michiganensis
8601,Desulfuromonas chloroethenica
8602,Desulfuromonas acetoxidans
8603,Thermovibrio guaymasensis
8604,Thermovibrio ammonificans
8605,Desulfurobacterium thermolithotrophum
8606,Desulfurobacterium pacificum
8607,Desulfurobacterium atlanticum
8608,Balnearium lithotrophicum
8609,Hippea maritima
8610,Hippea jasoniae
8611,Hippea alviniae
8612,Desulfurella propionica
8613,Desulfurella multipotens
8614,Desulfurella kamchatkensis
8615,Desulfurella acetivorans
11281,Lobosa U3 X1
8616,Lawsonia intracellularis
8617,Desulfovibrio zosterae
8618,Desulfovibrio vulgaris
8619,Desulfovibrio vietnamensis
8620,Desulfovibrio tunisiensis
8621,Desulfovibrio termitidis
8622,Desulfovibrio sulfodismutans
8623,Desulfovibrio simplex
8624,Desulfovibrio senezii
8625,Desulfovibrio salexigens
8626,Desulfovibrio putealis
8627,Desulfovibrio psychrotolerans
8628,Desulfovibrio profundus
8629,Desulfovibrio portus
8630,Desulfovibrio piger
8631,Desulfovibrio piezophilus
8632,Desulfovibrio paquesii
8633,Desulfovibrio oxyclinae
8634,Desulfovibrio oxamicus
8635,Desulfovibrio mexicanus
8636,Desulfovibrio marrakechensis
8637,Desulfovibrio marinus
8638,Desulfovibrio marinisediminis
8639,Desulfovibrio magneticus
8640,Desulfovibrio longreachensis
8641,Desulfovibrio litoralis
8642,Desulfovibrio intestinalis
8643,Desulfovibrio inopinatus
8644,Desulfovibrio indonesiensis
8645,Desulfovibrio idahonensis
8646,Desulfovibrio hydrothermalis
8647,Desulfovibrio halophilus
8648,Desulfovibrio gracilis
8649,Desulfovibrio gigas
8650,Desulfovibrio giganteus
8651,Desulfovibrio gabonensis
8652,Desulfovibrio fructosivorans
8653,Desulfovibrio frigidus
8654,Desulfovibrio ferrireducens
8655,Desulfovibrio desulfuricans subsp. desulfuricans
8656,Desulfovibrio desulfuricans subsp. aestuarii
8657,Desulfovibrio dechloracetivorans
8658,Desulfovibrio cuneatus
8659,Desulfovibrio carbinoliphilus
8660,Desulfovibrio carbinolicus
8661,Desulfovibrio butyratiphilus
8662,Desulfovibrio burkinensis
8663,Desulfovibrio bizertensis
8664,Desulfovibrio bastinii
8665,Desulfovibrio arcticus
8666,Desulfovibrio aminophilus
8667,Desulfovibrio alkalitolerans
8668,Desulfovibrio alcoholivorans
8669,Desulfovibrio alaskensis
8670,Desulfovibrio africanus subsp. uniflagellum
8671,Desulfovibrio africanus
8672,Desulfovibrio aespoeensis
8673,Desulfocurvus vexinensis
8674,Desulfobaculum xiamenensis
8675,Bilophila wadsworthia
8676,Desulfonatronum thiosulfatophilum
8677,Desulfonatronum thiodismutans
8678,Desulfonatronum thioautotrophicum
8679,Desulfonatronum lacustre
8680,Desulfonatronum cooperativum
8681,Desulfomicrobium thermophilum
8682,Desulfomicrobium orale
8683,Desulfomicrobium norvegicum
8684,Desulfomicrobium macestii
8685,Desulfomicrobium escambiense
8686,Desulfomicrobium baculatum
8687,Desulfomicrobium apsheronum
8688,Desulfothermus okinawensis
8689,Desulfonauticus submarinus
8690,Desulfonauticus autotrophicus
8691,Desulfonatronovibrio thiodismutans
8692,Desulfonatronovibrio magnus
8693,Desulfonatronovibrio hydrogenovorans
8694,Desulfonatronovibrio halophilus
8695,Desulfohalobium utahense
8696,Desulfohalobium retbaense
8697,Desulfotalea psychrophila
8698,Desulfotalea arctica
8699,Desulforhopalus vacuolatus
8700,Desulforhopalus singaporensis
